Num_obs,rms,Arc_length,likely_or_possible_mislinkage,Principal_desig,assumed good instead of human labeled?
12,0.78,33,0,2025 SS127,a
16,0.34,34,0,2025 ST127,a
12,0.28,37,0,2025 SU127,a
11,0.42,27,0,2025 SZ127,a
16,0.35,34,0,2025 SA128,a
13,0.34,22,0,2025 SB128,a
11,0.53,39,0,2025 SC128,a
11,0.4,26,0,2025 SD128,a
11,0.56,28,0,2025 SG128,a
18,0.63,29,0,2025 SQ128,a
9,0.59,27,0,2025 SU128,a
10,0.57,23,0,2025 SX128,a
9,0.68,21,0,2025 SA129,a
13,0.67,21,0,2025 SC129,a
10,0.53,22,0,2025 SF129,a
12,0.21,33,0,2025 SH129,a
12,0.8,22,0,2025 SO129,a
14,0.57,33,0,2025 SS129,a
9,0.79,27,0,2025 SW129,a
10,0.52,31,0,2025 SY129,a
10,0.52,22,0,2025 SC130,a
9,0.36,34,0,2025 SE130,a
10,0.41,34,0,2025 SG130,a
9,0.45,27,0,2025 SJ130,a
9,0.66,25,0,2025 SL130,a
9,0.68,22,0,2025 SM130,a
10,0.48,34,0,2025 SR130,a
9,0.42,31,0,2025 SS130,a
9,0.54,33,0,2025 SX130,a
10,0.53,31,0,2025 SZ130,a
9,0.57,25,0,2025 SA131,a
9,0.56,20,0,2025 SD131,a
10,0.45,28,0,2025 SE131,a
9,0.52,29,0,2025 SH131,a
9,0.48,34,0,2025 SK131,a
9,0.39,22,0,2025 SL131,a
9,0.76,24,0,2025 SM131,a
12,0.68,21,0,2025 SQ131,a
9,0.46,20,0,2025 SV131,a
9,0.43,23,0,2025 SC132,a
12,0.66,30,0,2025 SD132,a
11,0.57,18,0,2025 SS132,a
9,0.72,29,0,2025 SX132,a
9,0.58,28,0,2025 SA133,a
11,0.19,19,0,2025 SC133,a
9,0.39,20,0,2025 SD133,a
9,0.43,19,0,2025 SE133,a
9,0.46,19,0,2025 SG133,a
10,0.59,20,0,2025 SH133,a
9,0.43,21,0,2025 SK133,a
9,0.85,27,0,2025 SM133,a
8,0.52,31,0,2025 SP133,a
9,0.43,25,0,2025 SS133,a
10,0.57,39,0,2025 SU133,a
9,0.89,38,0,2025 SC134,a
9,0.29,32,0,2025 SD134,a
10,0.28,21,0,2025 SE134,a
9,0.45,22,0,2025 SF134,a
9,0.42,22,0,2025 SH134,a
11,0.24,21,0,2025 SK134,a
9,0.78,34,0,2025 SL134,a
9,0.39,21,0,2025 SN134,a
7,0.75,28,0,2025 SP134,a
10,0.55,34,0,2025 SQ134,a
11,0.55,34,0,2025 SR134,a
10,0.43,21,0,2025 ST134,a
9,0.67,22,0,2025 SU134,a
9,0.68,22,0,2025 SX134,a
9,0.71,23,0,2025 SY134,a
12,0.66,31,0,2025 SM135,a
10,0.52,22,0,2025 ST135,a
10,0.45,34,0,2025 SU135,a
11,0.43,34,0,2025 SV135,a
11,0.57,40,0,2025 SW135,a
13,0.86,35,0,2025 SY135,a
11,0.4,21,0,2025 SA136,a
11,0.57,19,0,2025 SR136,a
12,0.56,18,0,2025 SS136,a
9,0.56,29,0,2025 SR137,a
9,0.38,23,0,2025 ST137,a
12,0.57,38,0,2025 SU137,a
14,0.86,50,0,2025 SE139,a
14,0.76,37,0,2025 SH141,a
13,0.88,69,0,2025 SM142,a
15,0.86,54,0,2025 SA143,a
8,0.54,63,0,2025 SP143,a
11,0.76,41,0,2025 SA146,a
18,0.36,32,0,2025 SA148,a
15,0.88,69,0,2025 SJ150,a
13,0.29,3,0,2025 SD151,a
12,0.27,3,0,2025 SJ151,a
10,0.43,3,0,2025 SO151,a
12,0.29,11,0,2025 SO153,a
11,0.49,3,0,2025 SG155,a
12,0.29,5,0,2025 SO156,a
12,0.59,68,0,2025 SB157,a
19,0.64,18,0,2025 TJ,a
20,0.94,1,0,2025 TP,a
12,0.56,2,0,2025 TT,a
10,0.56,2,0,2025 TD1,a
18,0.84,2,0,2025 TE1,a
19,0.91,3,0,2025 TF1,a
19,0.64,17,0,2025 TX9,a
12,0.46,2,0,2025 TC12,a
10,0.28,14,0,2025 TG12,a
18,0.75,3,0,2025 TK12,a
12,0.68,35,0,2025 TG14,a
15,0.66,23,0,2025 TO17,a
12,0.4,19,0,2025 TY19,a
17,0.58,18,0,2025 TZ25,a
15,0.66,25,0,2025 TB27,a
15,0.59,25,0,2025 TL32,a
11,0.52,40,0,2025 TG36,a
17,0.57,24,0,2025 TW43,a
20,0.57,32,0,2025 TH44,a
18,0.84,14,0,2025 TG45,a
12,0.52,19,0,2025 TT46,a
15,0.64,24,0,2025 TU48,a
12,0.38,14,0,2025 TV48,a
14,0.61,22,0,2025 TM49,a
13,0.56,27,0,2025 TP49,a
13,0.64,23,0,2025 TF50,a
13,0.57,27,0,2025 TH50,a
11,0.26,18,0,2025 TP50,a
14,0.77,26,0,2025 TX50,a
12,0.35,17,0,2025 TF51,a
10,0.37,11,0,2025 TL51,a
12,0.52,18,0,2025 TP51,a
12,0.74,27,0,2025 TX51,a
12,0.2,35,0,2025 TK52,a
11,0.43,22,0,2025 TS52,a
11,0.6,25,0,2025 TB53,a
11,0.49,22,0,2025 TF53,a
11,0.39,22,0,2025 TK53,a
11,0.46,22,0,2025 TL53,a
8,0.37,11,0,2025 TJ54,a
13,0.94,25,0,2025 TW54,a
10,0.66,22,0,2025 TH55,a
12,0.6,25,0,2025 TJ55,a
12,0.72,32,0,2025 TB56,a
9,0.46,25,0,2025 TE56,a
10,1.01,25,0,2025 TG56,a
8,0.28,15,0,2025 TW56,a
9,0.51,18,0,2025 TD57,a
9,0.53,24,0,2025 TJ57,a
9,0.26,23,0,2025 TM57,a
12,0.79,20,0,2025 TZ57,a
10,0.61,25,0,2025 TC59,a
10,0.47,26,0,2025 TF59,a
9,0.28,20,0,2025 TY59,a
10,0.75,28,0,2025 TC60,a
13,0.82,30,0,2025 TE64,a
17,0.84,51,0,2025 TD65,a
9,0.58,27,0,2025 TL65,a
9,0.45,51,0,2025 TM66,a
14,0.95,52,0,2025 TK67,a
18,0.96,67,0,2025 TJ68,a
15,0.56,17,0,2025 TL68,a
14,0.78,20,0,2025 TM69,a
13,0.77,53,0,2025 TO71,a
13,0.93,68,0,2025 TQ71,a
14,0.82,66,0,2025 TT71,a
15,0.94,68,0,2025 TU72,a
13,0.94,68,0,2025 TZ73,a
6,0.3,5,0,2025 TV74,a
6,0.37,5,0,2025 TD75,a
6,0.35,11,0,2025 TJ75,a
6,0.32,11,0,2025 TK75,a
15,0.91,69,0,2025 TU76,a
18,0.95,1,0,2025 UH1,a
20,0.86,3,0,2025 UV2,a
18,0.76,2,0,2025 UP3,a
16,0.59,23,0,2025 UM6,a
18,0.66,2,0,2025 UL17,a
18,0.52,1,0,2025 UX18,a
19,0.59,13,0,2025 UM21,a
18,0.54,13,0,2025 UX21,a
18,0.56,14,0,2025 UC22,a
16,0.34,36,0,2025 UA23,a
18,0.38,14,0,2025 UM23,a
13,0.67,20,0,2025 UR23,a
18,0.65,13,0,2025 UD24,a
20,0.54,35,0,2025 UR24,a
18,0.41,32,0,2025 UJ25,a
20,0.39,33,0,2025 UP26,a
18,0.85,11,0,2025 UT26,a
11,0.46,21,0,2025 UK28,a
9,0.57,22,0,2025 UO28,a
18,0.54,16,0,2025 UM30,a
16,0.63,29,0,2025 UR30,a
15,0.58,31,0,2025 UF32,a
15,0.62,30,0,2025 UY32,a
20,0.43,35,0,2025 UY34,a
19,0.63,13,0,2025 UA35,a
20,0.53,36,0,2025 UU38,a
18,0.77,12,0,2025 UC39,a
18,0.54,13,0,2025 UL39,a
18,0.47,11,0,2025 UO39,a
18,0.48,11,0,2025 UW39,a
20,0.34,11,0,2025 UQ40,a
18,0.58,11,0,2025 UX40,a
18,0.56,10,0,2025 UY40,a
18,0.51,12,0,2025 UG41,a
19,0.61,14,0,2025 UV41,a
19,0.64,17,0,2025 UZ41,a
18,0.58,14,0,2025 UF42,a
20,0.44,35,0,2025 UP43,a
18,0.42,11,0,2025 UC44,a
18,0.48,32,0,2025 UL44,a
18,0.53,11,0,2025 UO44,a
19,0.41,32,0,2025 UP45,a
19,0.47,34,0,2025 UX45,a
18,0.57,12,0,2025 UA46,a
13,0.64,18,0,2025 UD46,a
18,0.53,13,0,2025 UA47,a
20,0.52,34,0,2025 UB47,a
20,0.44,35,0,2025 UL47,a
18,0.53,11,0,2025 UH48,a
18,0.63,13,0,2025 UK48,a
12,0.3,13,0,2025 UE50,a
19,0.58,33,0,2025 UK50,a
12,0.38,11,0,2025 UV50,a
19,0.46,37,0,2025 UC52,a
16,0.34,14,0,2025 UD53,a
12,0.37,11,0,2025 UM53,a
15,0.59,27,0,2025 UQ55,a
16,0.57,23,0,2025 UR56,a
12,0.3,5,0,2025 UT56,a
20,0.55,36,0,2025 UF57,a
12,0.39,11,0,2025 UU57,a
17,0.85,32,0,2025 UT60,a
18,0.44,30,0,2025 UT62,a
12,0.56,23,0,2025 UE64,a
16,0.6,29,0,2025 UF64,a
13,0.64,25,0,2025 UL64,a
15,0.61,29,0,2025 UM64,a
14,0.6,34,0,2025 UN64,a
12,0.45,30,0,2025 UN65,a
10,0.3,11,0,2025 UN68,a
10,0.3,11,0,2025 UB69,a
14,0.57,28,0,2025 UG69,a
12,0.49,36,0,2025 UV71,a
11,0.39,11,0,2025 UN72,a
16,0.35,34,0,2025 UX72,a
12,0.56,37,0,2025 UG74,a
11,0.35,14,0,2025 UV74,a
12,0.54,33,0,2025 UO78,a
14,0.59,26,0,2025 UV79,a
14,0.59,27,0,2025 UG80,a
12,0.3,4,0,2025 UH81,a
11,0.42,3,0,2025 UM81,a
11,0.48,3,0,2025 UP81,a
11,0.37,3,0,2025 UR81,a
11,0.42,3,0,2025 UT82,a
8,0.5,3,0,2025 UA86,a
10,0.51,23,0,2025 UB86,a
12,0.51,29,0,2025 UP86,a
8,0.5,3,0,2025 UW87,a
12,0.49,35,0,2025 UJ88,a
13,0.38,24,0,2025 UF90,a
8,0.3,11,0,2025 UA92,a
12,0.34,27,0,2025 UV93,a
8,0.37,11,0,2025 UG94,a
7,0.5,11,0,2025 UR94,a
12,0.39,5,0,2025 UO96,a
12,0.56,2,0,2025 UK97,a
8,0.3,11,0,2025 UD100,a
12,0.46,24,0,2025 UA102,a
20,0.47,31,0,2025 UW102,a
7,0.5,3,0,2025 UB104,a
12,0.38,3,0,2025 UB105,a
7,0.3,9,0,2025 UE105,a
12,0.48,2,0,2025 UJ105,a
13,0.38,24,0,2025 UE106,a
12,0.62,18,0,2025 UU108,a
14,0.77,19,0,2025 UY110,a
10,0.69,25,0,2025 UC111,a
13,0.77,32,0,2025 UX111,a
13,0.69,33,0,2025 UF113,a
9,0.52,29,0,2025 UG113,a
12,0.42,26,0,2025 UM113,a
11,0.59,33,0,2025 UV114,a
10,0.66,19,0,2025 UC115,a
9,0.69,30,0,2025 UE115,a
10,0.42,27,0,2025 UG115,a
13,0.3,36,0,2025 UJ115,a
11,0.77,27,0,2025 UL115,a
15,0.84,36,0,2025 UE117,a
12,0.7,32,0,2025 UR117,a
11,0.39,27,0,2025 UK118,a
14,0.57,24,0,2025 UX119,a
9,0.26,35,0,2025 UA120,a
17,0.57,29,0,2025 UO120,a
12,0.59,24,0,2025 US120,a
16,0.63,30,0,2025 UM121,a
9,0.23,35,0,2025 US121,a
9,0.38,23,0,2025 UY121,a
11,0.35,25,0,2025 UA122,a
13,0.66,25,0,2025 UF122,a
14,0.57,31,0,2025 UL122,a
13,0.6,33,0,2025 UN122,a
12,0.65,37,0,2025 UO122,a
10,0.58,32,0,2025 UQ122,a
11,0.71,39,0,2025 UA123,a
15,0.85,36,0,2025 UG123,a
14,0.61,25,0,2025 UH123,a
15,0.78,37,0,2025 UN123,a
11,0.23,36,0,2025 UX123,a
12,0.61,51,0,2025 UP124,a
12,0.87,28,0,2025 UB125,a
11,0.57,25,0,2025 UN125,a
12,0.89,40,0,2025 UA126,a
11,0.69,37,0,2025 UH126,a
12,0.69,28,0,2025 UO126,a
11,0.46,27,0,2025 UQ126,a
11,0.46,26,0,2025 UT126,a
12,0.52,40,0,2025 UN127,a
10,0.62,40,0,2025 UO127,a
9,0.27,40,0,2025 UQ127,a
14,0.84,29,0,2025 US127,a
17,0.82,32,0,2025 UO128,a
11,0.78,24,0,2025 UL129,a
12,0.62,37,0,2025 UN129,a
17,0.89,51,0,2025 UY129,a
13,0.69,28,0,2025 US130,a
19,0.84,68,0,2025 UE131,a
14,0.83,54,0,2025 UQ131,a
10,0.23,39,0,2025 UB135,a
14,0.79,36,0,2025 UF135,a
6,0.3,11,0,2025 UT135,a
6,0.34,11,0,2025 UX135,a
6,0.35,11,0,2025 UY135,a
6,0.42,3,0,2025 UG136,a
6,0.41,12,0,2025 UQ136,a
6,0.41,11,0,2025 UP137,a
6,0.48,11,0,2025 UR137,a
6,0.3,8,0,2025 UX138,a
6,0.3,4,0,2025 UZ139,a
6,0.37,5,0,2025 UD140,a
6,0.3,6,0,2025 UG140,a
6,0.44,3,0,2025 UQ140,a
6,0.29,3,0,2025 US140,a
7,0.42,11,0,2025 UW140,a
6,0.31,11,0,2025 UX141,a
6,0.29,13,0,2025 UC142,a
6,0.33,11,0,2025 UF142,a
6,0.35,5,0,2025 UQ142,a
6,0.48,3,0,2025 UD143,a
6,0.3,4,0,2025 UE143,a
6,0.5,3,0,2025 UT143,a
6,0.44,3,0,2025 UX143,a
8,0.5,3,0,2025 UC144,a
20,0.52,34,0,2025 VJ,a
19,0.55,1,0,2025 VU3,a
18,0.74,3,0,2025 VJ5,a
18,0.84,14,0,2025 VX5,a
19,0.61,14,0,2025 VY5,a
19,0.85,68,0,2025 VV6,a
12,0.41,18,0,2025 VU8,a
19,0.63,16,0,2025 VV8,a
8,0.49,32,0,2025 VB10,a
12,0.63,18,0,2025 VB11,a
13,0.69,37,0,2025 VZ11,a
12,0.27,17,0,2025 VB13,a
13,0.58,24,0,2025 VC16,a
12,0.35,15,0,2025 VH18,a
12,0.38,11,0,2025 VN18,a
18,0.52,13,0,2025 VT18,a
8,0.35,14,0,2025 VG19,a
19,0.91,70,0,2025 VT19,a
13,0.6,27,0,2025 VA20,a
10,0.29,15,0,2025 VF21,a
12,0.73,30,0,2025 VV21,a
20,0.47,31,0,2025 VA22,a
14,0.64,27,0,2025 VB22,a
13,0.78,18,0,2025 VX23,a
18,0.63,29,0,2025 VH24,a
14,0.76,34,0,2025 VM25,a
11,0.93,29,0,2025 VY26,a
12,0.45,30,0,2025 VZ28,a
12,0.72,34,0,2025 VB29,a
19,0.85,37,0,2025 VK30,a
15,0.59,32,0,2025 VL30,a
14,0.86,31,0,2025 VW30,a
11,0.8,35,0,2025 VE31,a
13,0.76,41,0,2025 VA32,a
5,0.11,38,0,2025 VR33,a
10,0.46,3,0,2025 VQ34,a
19,0.57,12,0,2025 WB1,a
13,0.37,5,0,2025 WT5,a
11,0.96,37,0,2025 WX5,a
11,0.96,39,0,2025 WX6,a
18,0.84,13,0,2025 WN10,a
19,0.59,29,0,2025 WS10,a
18,0.61,2,0,2025 WV13,a
19,0.63,11,0,2025 WX13,a
19,0.61,16,0,2025 WF14,a
14,0.79,21,0,2025 WB15,a
13,0.6,23,0,2025 WQ18,a
12,0.9,23,0,2025 WK19,a
13,0.67,23,0,2025 WM19,a
13,0.7,24,0,2025 WW22,a
16,0.58,18,0,2025 WB23,a
11,0.83,18,0,2025 WV23,a
12,0.79,21,0,2025 WW23,a
14,0.59,20,0,2025 WX23,a
12,0.96,21,0,2025 WA24,a
17,0.85,18,0,2025 WD24,a
14,0.58,21,0,2025 WH24,a
13,0.75,23,0,2025 WY25,a
14,0.64,29,0,2025 WP26,a
13,1.08,24,0,2025 WA27,a
13,0.8,20,0,2025 WB27,a
11,0.73,19,0,2025 WT27,a
14,0.77,21,0,2025 WW27,a
14,0.63,23,0,2025 WB28,a
13,0.9,21,0,2025 WF28,a
17,0.68,32,0,2025 WJ29,a
12,0.83,21,0,2025 WL29,a
15,0.57,23,0,2025 WO29,a
13,1.08,26,0,2025 WT29,a
13,0.88,24,0,2025 WU29,a
17,0.6,24,0,2025 WE31,a
13,0.56,26,0,2025 WN31,a
12,0.92,29,0,2025 WO31,a
14,0.58,33,0,2025 WU34,a
13,0.84,27,0,2025 WZ34,a
14,0.64,31,0,2025 WB35,a
13,0.77,31,0,2025 WC35,a
13,0.66,31,0,2025 WF35,a
17,0.87,33,0,2025 WH35,a
13,0.81,31,0,2025 WK35,a
13,0.79,33,0,2025 WM35,a
18,0.33,30,0,2025 WQ35,a
13,0.6,29,0,2025 WR35,a
13,0.7,40,0,2025 WD38,a
10,0.92,19,0,2025 WF38,a
11,0.43,3,0,2025 WL38,a
6,0.41,5,0,2025 WQ38,a
6,0.3,3,0,2025 WY38,a
6,0.47,3,0,2025 WC39,a
7,0.33,14,0,2025 WL39,a
14,0.79,54,0,2025 WP42,a
13,0.9,50,0,2025 WA43,a
12,0.69,52,0,2025 WH43,a
18,0.81,1,0,2025 XA1,a
9,0.49,2,0,2025 XW1,a
11,0.46,1,0,2025 XG3,a
19,0.61,5,0,2025 XD5,a
19,0.9,3,0,2025 XX6,a
12,0.39,5,0,2025 XH7,a
14,0.83,33,0,2025 XK7,a
17,0.79,32,0,2025 XS7,a
14,0.84,33,0,2025 XO11,a
17,0.83,31,0,2025 XU11,a
19,0.85,33,0,2025 XX13,a
15,0.82,33,0,2025 XJ15,a
11,0.67,31,0,2025 XB16,a
14,0.77,32,0,2025 XY18,a
13,0.78,35,0,2025 XL19,a
16,0.64,32,0,2025 XM19,a
11,0.54,34,0,2025 XN19,a
14,0.85,36,0,2025 XA20,a
13,1.04,37,0,2025 XD20,a
14,0.73,37,0,2025 XG20,a
12,0.74,37,0,2025 XH20,a
19,0.86,2,0,2025 YM,a
20,0.61,1,0,2025 YP1,a
18,0.75,2,0,2025 YM2,a
18,0.62,2,0,2025 YN2,a
18,0.57,4,0,2025 YB5,a
17,0.61,31,0,2025 YY5,a
18,0.57,1,0,2025 YK6,a
16,0.63,30,0,2025 YO6,a
12,0.57,37,0,2025 YR9,a
20,0.61,32,0,2025 YG10,a
13,0.77,23,0,2025 YP10,a
16,0.57,20,0,2025 YA11,a
14,0.61,24,0,2025 YM11,a
18,0.83,37,0,2025 YT13,a
13,0.83,23,0,2025 YB15,a
17,0.77,25,0,2025 YE15,a
13,0.85,21,0,2025 YR15,a
20,0.48,37,0,2025 YT15,a
7,0.47,2,0,2025 YV15,a
13,0.62,22,0,2025 YL16,a
14,0.6,28,0,2025 YE17,a
15,0.64,22,0,2025 YH17,a
16,0.82,33,0,2025 YN17,a
13,0.69,29,0,2025 YO17,a
13,0.34,25,0,2025 YQ17,a
13,0.62,23,0,2025 YS17,a
14,0.87,29,0,2025 YV17,a
20,0.63,30,0,2025 YL18,a
14,0.64,24,0,2025 YM18,a
15,0.61,24,0,2025 YQ18,a
15,0.56,25,0,2025 YD19,a
14,0.82,25,0,2025 YE19,a
15,0.77,31,0,2025 YF19,a
14,0.86,25,0,2025 YG19,a
13,0.79,25,0,2025 YJ19,a
12,0.42,18,0,2025 YT19,a
12,0.57,18,0,2025 YU19,a
13,0.85,23,0,2025 YV19,a
11,0.74,27,0,2025 YZ19,a
13,0.8,28,0,2025 YB20,a
14,0.34,36,0,2025 YJ20,a
12,0.39,26,0,2025 YS20,a
15,0.23,21,1,2021 GV162,
9,0.93,31,1,2006 BO304,
9,0.88,47,0,2015 PN105,
8,0.77,29,1,2022 QC272,
10,0.44,26,1,2023 KK13,
13,0.11,20,0,2023 QH16,
16,0.19,20,0,2020 UP40,
8,1.11,23,1,2018 YR27,
10,0.17,20,1,2012 BM97,
11,0.92,20,1,2012 LG33,
11,0.06,20,0,2012 PV56,
11,0.19,20,1,2012 TX297,
10,0.19,20,1,2012 UR3,
11,0.2,20,1,2012 US96,
9,1.03,28,1,2022 SE323,
9,0.88,26,1,2022 QD270,
9,0.93,26,1,2018 NN10,
17,0.13,21,0,2016 GK362,
10,1.17,26,1,2018 UP55,
12,0.23,30,0,2022 QW261,
11,0.76,40,1,2024 RA203,
9,1.08,30,1,2017 SL396,
11,0.31,33,1,2019 UO185,
11,0.3,28,1,2023 SH83,
8,0.82,27,0,2019 LR37,
11,0.44,30,1,2017 HX113,
18,0.27,32,0,2015 DE329,
10,0.91,26,1,2015 AL100,
10,0.32,30,1,2023 QS115,
10,0.23,25,1,2023 VJ44,
16,0.17,18,1,2017 QC55,
10,0.25,27,1,2015 PW246,
10,1.2,38,0,2021 TT148,
11,0.98,21,0,2021 VE98,
10,0.99,20,0,2020 OV125,
11,0.6,29,0,2014 OD487,
9,0.89,35,0,2022 QO235,
11,0.27,27,1,2013 AK134,
10,0.94,30,1,2015 RB390,
11,0.78,29,0,2018 RS134,
10,0.99,29,1,2015 RW389,
11,0.95,21,0,2019 RC115,
12,0.34,29,1,2023 SK78,
17,0.23,20,0,2015 XM282,
8,0.28,31,1,2021 NU75,
10,0.1,32,1,2021 GC131,
11,0.17,21,0,2024 AD19,
9,0.44,31,0,2015 KS434,
11,0.99,28,1,2018 KL25,
9,1.09,35,1,2018 ND59,
10,1.09,28,1,2019 MO43,
10,0.94,37,1,2019 KF78,
11,0.32,27,1,2014 KO38,
9,0.9,36,1,2022 OC82,
11,0.4,29,1,2016 GW374,
10,0.14,28,1,2014 QO233,
10,1.04,28,0,2019 SE215,
14,0.27,24,0,2014 KW172,
10,0.93,30,1,2020 AT29,
8,0.91,24,0,2025 BB14,
8,1.03,29,1,2025 CD15,
10,0.9,24,1,2025 CJ15,
10,1.12,25,1,2025 CS15,
10,0.34,31,0,2025 DW13,
11,0.12,29,0,2025 DE17,
11,0.17,28,0,2025 DP17,
10,0.26,28,0,2025 DV17,
10,0.08,29,0,2025 DE18,
10,0.1,29,0,2025 DW19,
8,0.26,28,0,2025 JT3,
10,0.2,29,0,2023 WQ46,
11,0.44,26,1,2023 XJ30,
11,0.3,27,1,2023 XK30,
9,0.27,29,1,2023 XJ31,
8,0.79,29,1,2023 XA44,
11,0.32,29,1,2023 YA3,
10,0.18,29,1,2020 HW66,
10,0.9,30,1,2015 KF363,
10,1.12,21,0,2020 UF71,
10,0.25,25,1,2021 JL40,
16,0.11,21,0,2021 HC25,
9,1.02,39,1,2020 KQ57,
11,0.07,26,0,2022 AL19,
10,0.89,26,1,2014 OL486,
9,0.85,29,1,2015 RJ389,
10,0.98,33,1,2018 NX62,
10,1.02,29,1,2020 PF106,
10,0.99,24,1,2017 FC250,
8,1.15,25,1,2024 SN58,
11,0.31,85,0,2021 VW94,
8,0.83,39,1,2019 SB259,
5,0.49,28,1,2003 UZ381,
10,0.3,24,0,2017 CW63,
10,1.01,54,0,2022 QF238,
6,0.47,21,1,2016 RO104,
11,0.12,27,1,2015 PF147,
11,0.88,26,1,2016 EU381,
8,0.84,25,1,2022 CR38,
10,1.01,29,1,2011 UD506,
6,0.53,21,1,2016 RP104,
11,0.05,29,0,2021 RF84,
9,0.39,29,1,2016 GS374,
10,0.87,37,1,2021 PF199,
11,1.2,27,1,2017 YU69,
11,0.93,22,0,2021 FR55,
10,1.01,28,1,2018 FM75,
10,0.17,33,1,2015 TL30,
17,0.31,32,0,2019 VO54,
9,0.77,39,1,2021 PD219,
11,0.94,21,0,2022 WJ38,
10,1.03,28,1,2015 RU389,
9,0.44,24,0,2013 RB183,
9,0.96,39,1,2023 RH179,
9,0.96,72,0,2020 OE145,
9,0.79,29,1,2018 TE79,
15,0.22,20,0,2012 WV22,
10,0.87,35,1,2017 DE173,
11,0.34,36,1,2019 VA59,
8,0.91,23,1,2023 HC40,
8,0.79,28,1,2017 YO77,
53,0.67,83,0,2008 BJ22,
32,0.58,50,0,2001 BV70,
12,0.68,22,1,2009 VW92,
13,0.38,16,0,2007 VB146,
52,0.42,39,0,2015 BC566,
48,0.66,29,0,2025 VZ8,
39,0.92,27,0,2025 HV38,
9,0.38,24,1,2017 VJ70,
14,0.86,34,1,2014 FR97,
32,0.65,137,0,2019 OE31,
9,0.34,19,0,2002 GR31,
10,0.47,19,1,2006 EQ73,
22,0.46,35,0,2009 FP8,
20,0.37,13,0,2017 FB9,
24,0.85,101,0,2021 AY8,
10,0.32,13,1,2011 DR35,
16,0.2,14,0,2024 SY79,
14,0.98,30,0,2025 WW35,
14,0.36,31,0,2014 WL185,
16,0.26,14,0,2024 SX79,
13,0.78,15,0,2024 TS82,
16,0.31,143,1,2020 BO57,
12,0.6,34,1,2008 SL297,
14,1.15,56,0,2022 PH33,
11,0.68,15,0,2026 AS16,
27,0.53,88,0,2002 CW116,
12,0.25,13,0,2013 RO63,
46,0.47,107,0,2018 BJ11,
10,0.08,64,1,2014 OE94,
13,0.36,23,0,2023 UX43,
11,0.26,13,0,2005 UY451,
14,0.28,25,0,2014 ER176,
13,0.73,13,0,2013 AM,
15,0.57,33,1,2014 WP143,
14,0.11,30,0,2019 GX101,
13,0.49,28,1,2014 KE172,
13,0.19,12,0,2017 VD8,
16,0.47,31,0,2016 VK62,
11,0.41,27,0,2008 XR70,
12,0.82,13,0,2012 TV407,
12,0.43,25,1,2009 UP125,
12,0.51,28,1,2007 RS62,
11,1.01,20,1,2019 RS115,
7,0.36,20,1,2016 VC70,
11,0.43,28,1,2023 SW57,
10,1.06,23,0,2022 QM249,
10,0.12,29,1,2014 QA166,
10,0.87,23,1,2018 RP128,
10,0.27,27,1,2006 DD174,
4,0.17,25,1,2004 TW357,
4,0.16,21,1,2000 CP105,
12,0.21,19,0,2012 XK149,